"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","meta_info_Browser","meta_info_Version","meta_info_Operating.System","meta_info_Resolution","do_you_consent","Q16","Q20","X1_Q6","X2_Q6","X3_Q6","X4_Q6","X5_Q6","X6_Q6","X7_Q6","X8_Q6","X9_Q6","X10_Q6","X11_Q6","X12_Q6","X13_Q6","X14_Q6","X15_Q6","X16_Q6","X17_Q6","X18_Q6","X19_Q6","X20_Q6","X1_Q8","X2_Q8","X3_Q8","X4_Q8","X5_Q8","X6_Q8","X7_Q8","X8_Q8","X9_Q8","X10_Q8","X11_Q8","X12_Q8","X13_Q8","X14_Q8","curve.for.decision","curve.for.decision_7_TEXT","description","seed","PROLIFIC_PID","STUDY_ID","SESSION_ID","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","trial_index_map_single","trial_index_map_multiple","vis","FL_9_DO"
"2024-08-28 07:47:32","2024-08-28 07:57:24","IP Address","100","592","True","2024-08-28 07:57:25","R_1CPlbxrJgt7UGrY","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","B","","You could sort of tell where the average temperature was going to fall based on the graphs. So if it looked like the temp average was above 32 degrees, no blankets were sent. ","902","0d5ecabf","66ce89a62b683fcc5f5b8a03","66cf2a69b12cae5fc515df84","30","9000","18","12","CK3LYXU8","[12,18,101,2,15,17,13,102,11,5,7,4,9,14,16,8,3,10,6,1]","[12,7,3,102,9,10,11,101,8,5,2,6,4,1]","pbox","FL_21|FL_11"
"2024-08-28 07:47:53","2024-08-28 07:57:32","IP Address","100","579","True","2024-08-28 07:57:33","R_3dHcKWVIXO9XoON","anonymous","EN","0.8999999761581421","Firefox","129.0","Windows NT 10.0","1366x768","Yes","4","34","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","B,Other (please describe)","nice","good","7186","6ebc3c8a","66ce89a62b683fcc5f5b8a03","66cf2a7ed48b72a02dde47c1","30","-6000","18","12","CK3LYXU8","[17,8,6,3,9,11,102,10,13,16,101,14,18,7,15,4,12,1,5,2]","[8,6,5,12,102,10,4,9,101,11,7,1,3,2]","pbox","FL_21|FL_11"
"2024-08-28 07:51:45","2024-08-28 07:59:15","IP Address","100","450","True","2024-08-28 07:59:16","R_1DYc3MIJ7rOoWPg","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","A,B,C","","Most of how I decided was on the upper 2/3 range of possibilities. Chances being below 35-40% were typically decided as to not send blankets, keeping budget restraints in mind.","7502","81983f7a","66ce89a62b683fcc5f5b8a03","66cf2b076bfc9e350b38b24d","30","-3000","18","12","CK3LYXU8","[3,13,102,17,8,9,12,4,6,14,101,5,2,7,15,1,16,18,11,10]","[3,10,101,5,2,102,8,4,9,1,6,11,12,7]","ensembles","FL_11|FL_21"
"2024-08-28 07:50:23","2024-08-28 07:59:31","IP Address","100","548","True","2024-08-28 07:59:32","R_6DSDmjalIHAxnAB","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","B","","I only look at the 32 x-axis line, and I tend to focus on the median temperature.  If it's above 40%, I send blankets (I chose 40% over 50% becuase not sending blankets is 5x as expensive as accidnentally sending blankets we don't need.  It's better to ""over-blanket"" than to ""under-blanket"")  So, on the figure you're showing me, I estimate that the median probability of under 32 degrees is approximately 20%, which is pretty good odds that blankets are not needed.  No blankets!","5040","f96e7bbf","66ce89a62b683fcc5f5b8a03","66cf2b0edfa0b450b38ca740","30","11000","18","12","CK3LYXU8","[12,8,17,9,14,10,15,6,18,101,2,13,102,7,1,4,16,3,5,11]","[8,9,101,6,5,102,12,4,1,11,10,2,3,7]","ensembles","FL_11|FL_21"
"2024-08-28 07:55:01","2024-08-28 08:00:16","IP Address","100","315","True","2024-08-28 08:00:17","R_6zCqytUyFaEzEzf","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1920x1080","Yes","20","50","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","B","","I had no strategy. I made a guess looking at the chart. This survey is a bogus survey.","4678","ca42bb6e","66ce89a62b683fcc5f5b8a03","66cf2c24e9c528450504700c","30","-10000","18","12","CK3LYXU8","[1,3,102,10,13,14,2,9,5,6,18,16,101,12,8,17,7,15,4,11]","[1,5,8,101,11,12,6,102,9,2,4,10,3,7]","ensembles","FL_11|FL_21"
"2024-08-28 07:41:10","2024-08-28 08:00:35","IP Address","100","1165","True","2024-08-28 08:00:36","R_7QGl0XK3s2cC1tj","anonymous","EN","1","Chrome","127.0.0.0","CrOS x86_64 14541.0.0","1536x864","Yes","65","67","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","B","","My decision was based on how far the temperature was from needing blankets. The reason I chose to send blankets is I did not want the alpacas to die.","6465","f4e28c03","66ce89a62b683fcc5f5b8a03","66cf28c61e164e759d51372f","30","9000","18","12","CK3LYXU8","[11,14,102,18,9,13,6,3,8,15,17,12,5,101,7,16,2,1,10,4]","[5,9,8,11,6,102,12,4,10,2,101,1,7,3]","pbox","FL_21|FL_11"
"2024-08-28 07:48:49","2024-08-28 08:00:35","IP Address","100","706","True","2024-08-28 08:00:36","R_5MRISFQm7zBEisY","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","A,B,C","","I looked at the lowest, average and highest probability and made an educated guess. If the highest probability was below 50, then I said no.","7175","78d1169f","66ce89a62b683fcc5f5b8a03","66cf2ab76faeb2f29f48365a","30","0","18","12","CK3LYXU8","[9,13,5,4,18,12,102,11,3,8,2,16,15,6,7,101,10,17,1,14]","[2,7,3,102,12,10,5,8,4,101,6,11,1,9]","ensembles","FL_11|FL_21"
"2024-08-28 07:54:10","2024-08-28 08:00:36","IP Address","100","386","True","2024-08-28 08:00:37","R_3rBSYcBji8TWOYT","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x960","Yes","30","70","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","A","","Seeing high percentages of lower temps would qualify. Meaning more of the coverage to the left higher on the graph I would chose.","8623","9b274ff6","66ce89a62b683fcc5f5b8a03","66cf2bf81cab2d8c5d7aaa8e","30","11000","18","12","CK3LYXU8","[1,7,18,8,14,6,102,2,10,11,101,17,4,3,12,13,9,15,16,5]","[12,1,9,102,4,6,2,7,8,101,5,10,11,3]","pbox","FL_21|FL_11"
"2024-08-28 07:39:37","2024-08-28 08:00:40","IP Address","100","1262","True","2024-08-28 08:00:40","R_1DN3ZAhbIMyaH0q","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x1024","Yes","30","70","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","A","","I took the given 32F and coordinated it with its corresponding probability, if there probability is below 50 i wont invest, if it is above 50 i will invest ","5727","c6a92082","66ce89a62b683fcc5f5b8a03","66cf27e696e224e735c55235","30","1000","18","12","CK3LYXU8","[9,1,5,16,11,4,3,8,12,6,101,2,10,102,17,13,14,15,7,18]","[6,8,2,3,1,102,11,4,7,101,9,10,5,12]","pbox","FL_21|FL_11"
"2024-08-28 07:53:53","2024-08-28 08:00:45","IP Address","100","412","True","2024-08-28 08:00:45","R_7LLm1UHf6A1ArWT","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","B","","I tried gauging the median result and looked at whether it was 40% or above, since 40% is close to 50% and 50% becomes a toss-up I figured its better to avoid the risk than not. If it was 30% then its highly unlikely. Whereas when it gets closer to 50% it becomes ""likely"". Of course higher than that becomes ""very likely"". ","2558","2a451e76","66ce89a62b683fcc5f5b8a03","66cf2be2e9c5284505046fff","30","10000","18","12","CK3LYXU8","[6,12,10,8,11,102,18,4,9,7,15,17,16,101,1,13,3,14,2,5]","[12,10,3,102,5,6,8,1,7,101,11,9,2,4]","pbox","FL_21|FL_11"
"2024-08-28 07:41:15","2024-08-28 08:00:52","IP Address","100","1176","True","2024-08-28 08:00:53","R_1OppF0keyQ0SO4f","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1280x720","Yes","70","60","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","A,B,C","","In evaluating the task using the provided p-boxes, I primarily considered distributions A and B due to their relevance to the current scenario. Distributions A and B offered insights into different possible outcomes and their impacts on our budget and overall strategy.

To interpret and perform the task effectively, I analyzed the ranges and characteristics of these distributions. By examining how each distribution influenced the budget and risk factors, I was able to assess which options were feasible and align with our objectives.

Given the budget constraints and the benefits associated with sending blankets, the decision was made to proceed with sending blankets, as this option fits within the acceptable range of the budget and meets the task's objectives.","4799","3e139da2","66ce89a62b683fcc5f5b8a03","66cf28f498540fb1018db30f","30","-1000","18","12","CK3LYXU8","[15,17,14,13,101,2,3,5,102,10,4,11,1,9,16,12,7,6,8,18]","[8,9,2,11,1,101,5,3,7,102,10,4,6,12]","ensembles","FL_11|FL_21"
"2024-08-28 07:49:17","2024-08-28 08:01:23","IP Address","100","725","True","2024-08-28 08:01:23","R_5ln4WEXqKomVoxs","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Other (please describe)","All of them, together.","Overall I looked at the trend; if they were all indicating that there would be a really good chance that it was going to be <=32, I would send them. If they all seemed to indicate it was up in the air, I erred on the side of caution and sent them. Very few indicated to me that the blankets definitely wouldn't be needed.","8064","aafd2dc7","66ce89a62b683fcc5f5b8a03","66cf2ad6fd5ff77f83065a95","30","-8000","18","12","CK3LYXU8","[15,3,5,102,4,6,8,1,16,12,10,9,14,101,18,17,13,11,7,2]","[10,2,3,102,11,6,9,12,101,4,8,7,5,1]","ensembles","FL_11|FL_21"
"2024-08-28 07:54:00","2024-08-28 08:01:23","IP Address","100","443","True","2024-08-28 08:01:23","R_35KDMFu3Ify1nQN","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","A,B,C","","I would try and form an average of all of them in my head because they were all described as equally credible, I wouldn't send blankets here because the average is low enough that it probably isn't worth doing","6030","ddd4567b","66ce89a62b683fcc5f5b8a03","66cf2bf0b133064dfe6fee48","30","10000","18","12","CK3LYXU8","[16,3,10,17,1,8,11,13,102,4,9,15,101,7,12,14,2,5,18,6]","[5,10,2,6,9,11,102,7,8,1,101,3,12,4]","ensembles","FL_11|FL_21"
"2024-08-28 07:51:24","2024-08-28 08:01:31","IP Address","100","606","True","2024-08-28 08:01:31","R_7lxEGSfF3mhBZo3","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","2560x1440","Yes","30","70","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","A,B,C","","There was no indicator as to which forecast was provided by which agency, nor any indicators as to which forecast is generally the most accurate. Because of this all results were worth considering and it was a matter of deciding whether it was worth the risk of the result being closer to a higher or lower forecast.","8121","a4ba1cca","66ce89a62b683fcc5f5b8a03","66cf2a7b6e5535f0577795fd","30","4000","18","12","CK3LYXU8","[12,5,16,8,101,17,3,15,6,102,14,13,4,1,18,11,10,9,7,2]","[4,3,11,9,102,12,8,1,7,10,101,6,5,2]","ensembles","FL_11|FL_21"
"2024-08-28 07:53:05","2024-08-28 08:01:39","IP Address","100","513","True","2024-08-28 08:01:40","R_3IdZ71AdROqXyfv","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","A","","I tried to play it riskier and gamble when there was a ~50% or less chance at the temperature being lower than 32 degrees. Clearly, that was a terrible mistake considering my performance lol. It sort of domino'd from there and kept going downhill.","6315","6bdfe825","66ce89a62b683fcc5f5b8a03","66cf2bb2ac6ea0795523b274","30","-15000","18","12","CK3LYXU8","[2,9,14,10,16,5,13,102,6,1,4,18,3,17,101,11,8,12,7,15]","[3,9,102,1,6,12,2,4,7,11,101,8,5,10]","pbox","FL_21|FL_11"
"2024-08-28 07:51:27","2024-08-28 08:02:09","IP Address","100","642","True","2024-08-28 08:02:10","R_6vEjnyYYHIf4V6F","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","50","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","A,B,C","","I used the average percentage of probability of temperatures falling below 32 as the deciding factor on whether I would send blankets or not. ","8232","bb9166e6","66ce89a62b683fcc5f5b8a03","66cf2b52d533231ca6c6fe5b","30","7000","18","12","CK3LYXU8","[6,12,8,13,17,18,14,102,1,2,5,3,10,101,7,9,11,16,4,15]","[9,11,1,6,102,2,8,4,5,101,7,12,3,10]","ensembles","FL_11|FL_21"
"2024-08-28 07:44:11","2024-08-28 08:02:11","IP Address","100","1079","True","2024-08-28 08:02:11","R_5XN87eEzSvqxSsV","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2560x1440","Yes","30","70","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","A,C,Other (please describe)","The gap between A and C. A larger gap would mean higher uncertainty.","I would send blankets for the above graph because there is enough risk to warrant it. In this case, the plot shows the odds as between about 5% and 30%, which is a 25% difference. The models don't all particularly agree, so the uncertainty is relatively high. With a higher degree of uncertainty, it is best to act more safely, especially when livestock is at risk of death for getting it wrong.","7578","9f15a112","66ce89a62b683fcc5f5b8a03","66cf29a498c09f27cfdcdfec","30","9000","18","12","CK3LYXU8","[6,3,16,101,13,9,10,11,15,17,14,5,102,18,1,4,2,7,8,12]","[4,7,101,3,10,12,11,102,1,9,2,5,6,8]","pbox","FL_21|FL_11"
"2024-08-28 07:49:53","2024-08-28 08:02:40","IP Address","100","767","True","2024-08-28 08:02:40","R_3oBnhO1RkscIjW4","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x960","Yes","30","70","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","A,B,C","","If it was all on the right side, toward higher temperatures then it would for sure, without a doubt, be above 32 degrees. When it was above 50% at 32 I would always put yes for providing blankets. If it was 30-40% at 32, I would take a second to make a decision based on my budget and my chances. When looking at the charts with more lines, with p-boxes and lines A, B, and C, I based most of my decision on the middle and highest lines (A and B), since that would be my most risk and medium risk. If the A was above 50 then I would be leaning towards providing blankets, if the C was in 0 then I'd reconsider. If the C was higher up, above 40 then I would definitely provide blankets. ","9255","172d49c3","66ce89a62b683fcc5f5b8a03","66cf2af9f44b8075a56572f1","30","5000","18","12","CK3LYXU8","[7,6,3,18,15,4,102,11,13,2,1,9,10,14,17,101,16,8,12,5]","[2,3,102,12,1,6,9,101,11,7,10,5,8,4]","ensembles","FL_11|FL_21"
"2024-08-28 07:49:44","2024-08-28 08:02:43","IP Address","100","778","True","2024-08-28 08:02:43","R_7tEhUcxEEgbNmEN","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1444x785","Yes","30","70","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","A,B,C,Other (please describe)","Combination of the 3","I was using the end of the line to the coldest number","9155","09561cc4","66ce89a62b683fcc5f5b8a03","66cf2aefc3ab7f267c777685","30","-8000","18","12","CK3LYXU8","[4,11,9,5,13,10,6,102,15,7,2,12,8,17,18,101,3,16,14,1]","[11,5,3,7,101,6,4,102,8,12,2,10,9,1]","pbox","FL_21|FL_11"
"2024-08-28 07:56:23","2024-08-28 08:02:53","IP Address","100","390","True","2024-08-28 08:02:54","R_1ynCnD2klkrpqXT","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","2560x1440","Yes","30","70","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","B","","In my analysis I first look to the lowest bracket of the graph, which starters below 10%. My eyes next jump to the highest percentage, which in this instance is around 30%. Because there is about 20% of uncertainty I naturally feel more inclined to send the blankets even though the top percentage is only 30%. I am generally cautious by nature and the penalty for not sending when it dips below 32 is 5x the reward, so it makes sense to send blankets if you are likely to be at or above 20%.","1100","beb3014b","66ce89a62b683fcc5f5b8a03","66cf2c7a81334fa80de79b35","30","4000","18","12","CK3LYXU8","[11,5,10,14,102,6,9,8,4,1,3,13,2,15,101,17,7,18,16,12]","[2,9,101,12,6,3,1,4,102,11,5,7,10,8]","pbox","FL_21|FL_11"
"2024-08-28 07:55:17","2024-08-28 08:04:00","IP Address","100","522","True","2024-08-28 08:04:00","R_8zFSRso2iiTf7Kq","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","A","","My threshold for sending blankets was 50%. If the predictions was 49% or below, I would choose not to send blankets because the prediction is that it is more than likely not to be below 32 degrees. If the prediction was 50% or above, I chose to send blankets. In the instance of the multiple prediction scenario, I looked at the highest prediction because that'd be the worst case scenario (the highest possible chance). ","8626","5ed56976","66ce89a62b683fcc5f5b8a03","66cf2c03c2bc240fed80a7f7","30","12000","18","12","CK3LYXU8","[8,2,18,1,17,7,6,11,9,101,3,13,14,102,12,5,4,15,16,10]","[1,4,12,102,5,2,8,6,10,101,3,9,11,7]","ensembles","FL_11|FL_21"
"2024-08-28 07:51:01","2024-08-28 08:04:46","IP Address","100","825","True","2024-08-28 08:04:47","R_1uEabPgFt1cYtxJ","anonymous","EN","1","Chrome","127.0.0.0","CrOS x86_64 14541.0.0","1920x1080","Yes","40","70","No","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","A","","I think I read it wrong because i based it on the highest tempature","2450","4112b6ea","66ce89a62b683fcc5f5b8a03","66cf2b37824a4a537615268e","30","-7000","18","12","CK3LYXU8","[17,15,9,13,7,6,12,101,14,18,102,4,1,16,5,10,8,3,11,2]","[4,11,9,102,8,12,10,101,3,6,5,2,7,1]","ensembles","FL_11|FL_21"
"2024-08-28 07:49:38","2024-08-28 08:04:49","IP Address","100","911","True","2024-08-28 08:04:50","R_7ZCTcCPgWx59mlM","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","A,C","","I compared A and C to see what the percentage range was. If it was a large range, I would send blankets. If it was a small range or there was not a chance of the temperature reaching 32 degrees, I would not send blankets to that region.","6030","c0e8ab38","66ce89a62b683fcc5f5b8a03","66cf2ae79ad0299b66297515","30","-1000","18","12","CK3LYXU8","[16,3,10,17,1,8,11,13,4,101,9,15,102,7,12,14,2,5,18,6]","[5,10,2,102,6,9,11,7,8,1,101,3,12,4]","ensembles","FL_11|FL_21"
"2024-08-28 07:57:40","2024-08-28 08:04:57","IP Address","100","436","True","2024-08-28 08:04:58","R_3g0BF6aGcmbetn4","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","30","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","B,C","","I used the data on plotted lines and basically I decided on the lines that matched together will get the blankets sent if it gets below 40 degrees.","4282","25374d53","66ce89a62b683fcc5f5b8a03","66cf2ccb411412f0bd6e0f14","30","5000","18","12","CK3LYXU8","[4,12,17,8,6,5,1,14,9,3,11,101,7,10,102,18,2,13,15,16]","[2,6,3,9,7,101,4,5,12,102,1,8,10,11]","ensembles","FL_11|FL_21"
"2024-08-28 07:52:04","2024-08-28 08:05:21","IP Address","100","796","True","2024-08-28 08:05:22","R_2HUlUdoSuhSsMox","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","A","","Because I would lose $5,000 if I didn't send blankets and the temperature dropped below 32 degrees F, I wanted to be as conservative as possible. I opted to send blankets if the highest predicted probability (distribution A) had about a 20% or higher probability of being 32 degrees F or lower. This seemed to be a good approach as I'm confident I didn't lose $5,000 at any given point, and I believe from the first section of the study that if the probability to be 32 degrees F or lower was 20% or higher, it tended to end up being 32 degrees F or lower.","7535","65a36d41","66ce89a62b683fcc5f5b8a03","66cf2b7ad1bc1b02b6796646","30","11000","18","12","CK3LYXU8","[14,9,102,8,2,5,4,101,3,10,15,18,7,1,13,6,16,12,17,11]","[10,2,6,101,5,3,1,102,9,4,7,12,11,8]","pbox","FL_21|FL_11"
"2024-08-28 07:50:41","2024-08-28 08:05:28","IP Address","100","886","True","2024-08-28 08:05:28","R_52te662iELSa5jn","anonymous","EN","1","Chrome","127.0.0.0","Android 10","360x800","Yes","30","70","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","A","","Larger the area. Higher the probability ","3454","11ea4833","66ce89a62b683fcc5f5b8a03","66cf2b1f9b76545a244d32c7","30","-4000","18","12","CK3LYXU8","[16,13,5,3,7,101,14,6,4,15,1,102,17,9,2,18,12,8,10,11]","[2,4,102,3,9,6,10,101,1,11,8,5,12,7]","pbox","FL_21|FL_11"
"2024-08-28 07:55:19","2024-08-28 08:05:28","IP Address","100","608","True","2024-08-28 08:05:28","R_1PgyWm07UYEs2Zz","anonymous","EN","1","Chrome","126.0.0.0","Macintosh","1512x982","Yes","30","70","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","A","","Because of the previous trial, I became more concerned about not losing $5,000 from not giving blankets. I reasoned that if distribution A was less than 20%, then I would take the chance of not sending blankets. Otherwise, I would usually send blankets.","7093","3e01262b","66ce89a62b683fcc5f5b8a03","66cf2c3ce85cedd5535ea94c","30","0","18","12","CK3LYXU8","[14,9,6,8,4,3,102,11,15,5,10,101,1,18,7,12,2,16,17,13]","[3,5,102,2,6,12,8,4,101,7,1,10,11,9]","ensembles","FL_11|FL_21"
"2024-08-28 07:46:28","2024-08-28 08:05:32","IP Address","100","1144","True","2024-08-28 08:05:33","R_51p4rJUYHfquDJS","anonymous","EN","1","Safari","17.5","Macintosh","1710x1107","Yes","30","70","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","B","","It made sense to take a general average of the predictions to base my decision on whether to send blankets, given the different predictions were within a few degrees of one another and appeared reliable within a 2-3 degree margin. If my decision is to send blankets, it is because that average shows at least a one-third probability that animals will be lost, which is a significant negative impact to the region. I believed an approximate 1/3 risk of negative impact was enough to use preventative measures.","2456","19d6ecf1","66ce89a62b683fcc5f5b8a03","66cf2a216bfc9e350b38b227","30","0","18","12","CK3LYXU8","[1,11,3,102,17,13,15,10,9,14,101,8,16,12,18,6,4,7,2,5]","[11,8,9,5,7,101,6,12,10,102,2,4,1,3]","ensembles","FL_11|FL_21"
"2024-08-28 07:58:38","2024-08-28 08:06:02","IP Address","100","443","True","2024-08-28 08:06:03","R_7FCE522gXvCSHir","anonymous","EN","1","Safari iPhone","16.6","iPhone","414x736","Yes","30","55","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","B","","I just kind of looked at how many months of the year or cold enough for blankets and then I dispersed accordingly although, as you can see by my budget, I gave too many people blankets","3648","268a0da4","66ce89a62b683fcc5f5b8a03","66cf2d058a4de30c184a41c5","30","-5000","18","12","CK3LYXU8","[14,6,17,2,10,102,4,5,3,101,8,18,11,12,7,9,15,16,1,13]","[2,11,7,3,8,101,6,4,5,102,12,10,1,9]","ensembles","FL_11|FL_21"
